id,medicament_id,medicament_interaction
7304,4906,"Informez par ailleurs votre médecin si vous prenez un digitalique, un laxatif stimulant, un neuroleptique, un antidépresseur imipraminique, un corticoïde, un AINS, de l'aspirine à fortes doses, un antidiabétique, un immunosuppresseur (évélorimus, sirolimus, temsirolimus), un alphabloquant ou un médicament contenant de l'allopurinol, de la carbamazépine, de la ciclosporine, du baclofène ou un sel de calcium."
7305,4907,Ce médicament ne doit pas être associé avec les médicaments contenant
7306,4907,du sacubitril (ENTRESTO) : augmentation du risque d'œdème de Quincke. Un délai de 36 heures doit obligatoirement être respecté entre ces traitements ;
7307,4907,"de l'aliskiren (RAZILEX, RAZILEX HTC qui ne sont plus commercialisés en France) en cas de diabète ou d'insuffisance rénale ; l'association est déconseillée dans les autres cas."
7308,4907,"Il peut interagir avec les inhibiteurs de l'angiotensine II, les médicaments susceptibles d'augmenter le taux de potassium dans le sang (diurétiques, sels de potassium...), les médicaments favorisant les torsades de pointes, les antidiarrhéiques contenant du racécadotril (TIORFAN et ses génériques...) et les médicaments contenant du lithium ou de l'estramustine."
7309,4907,"Informez par ailleurs votre médecin si vous prenez un digitalique, un laxatif stimulant, un neuroleptique, un antidépresseur imipraminique, un corticoïde, un AINS, de l'aspirine à fortes doses, un antidiabétique, un immunosuppresseur (évélorimus, sirolimus, temsirolimus), un alphabloquant ou un médicament contenant de l'allopurinol, de la carbamazépine, de la ciclosporine, du baclofène ou un sel de calcium."
7310,4908,"L'association de ce médicament avec un inhibiteur de l'angiotensine II ou un médicament contenant de l'aliskiren est fortement déconseillée. Néanmoins, si une telle association est considérée comme absolument nécessaire, elle ne pourra se faire que sous la surveillance d'un spécialiste et avec un contrôle renforcé du fonctionnement des reins."
7311,4908,Ce médicament peut interagir avec les diurétiques et les médicaments qui contiennent du potassium ou du lithium.
7312,4908,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un antidiabétique, un AINS ou de l'aspirine à forte dose (plus de 3 g par jour)."
7313,4908,"En outre, l'effet antihypertenseur de ce médicament peut être augmenté par certains médicaments tels que les neuroleptiques, les antidépresseurs imipraminiques, les alphabloquants utilisés dans certains troubles urinaires, les médicaments contenant du baclofène ; il peut être diminué par les corticoïdes. Votre médecin doit être informé si vous êtes traité par l'un ou l'autre de ces médicaments."
7314,4909,"L'association de ce médicament avec un inhibiteur de l'angiotensine II ou un médicament contenant de l'aliskiren est fortement déconseillée. Néanmoins, si une telle association est considérée comme absolument nécessaire, elle ne pourra se faire que sous la surveillance d'un spécialiste et avec un contrôle renforcé du fonctionnement des reins."
7315,4909,Ce médicament peut interagir avec les diurétiques et les médicaments qui contiennent du potassium ou du lithium.
7316,4909,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un antidiabétique, un AINS ou de l'aspirine à forte dose (plus de 3 g par jour)."
7317,4909,"En outre, l'effet antihypertenseur de ce médicament peut être augmenté par certains médicaments tels que les neuroleptiques, les antidépresseurs imipraminiques, les alphabloquants utilisés dans certains troubles urinaires, les médicaments contenant du baclofène ; il peut être diminué par les corticoïdes. Votre médecin doit être informé si vous êtes traité par l'un ou l'autre de ces médicaments."
7318,4910,"L'association de ce médicament avec un inhibiteur de l'angiotensine II ou un médicament contenant de l'aliskiren est fortement déconseillée. Néanmoins, si une telle association est considérée comme absolument nécessaire, elle ne pourra se faire que sous la surveillance d'un spécialiste et avec un contrôle renforcé du fonctionnement des reins."
7319,4910,Ce médicament peut interagir avec les diurétiques et les médicaments qui contiennent du potassium ou du lithium.
7320,4910,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un antidiabétique, un AINS ou de l'aspirine à forte dose (plus de 3 g par jour)."
7321,4910,"En outre, l'effet antihypertenseur de ce médicament peut être augmenté par certains médicaments tels que les neuroleptiques, les antidépresseurs imipraminiques, les alphabloquants utilisés dans certains troubles urinaires, les médicaments contenant du baclofène ; il peut être diminué par les corticoïdes. Votre médecin doit être informé si vous êtes traité par l'un ou l'autre de ces médicaments."
7322,4911,Ce médicament ne doit pas être associé avec les médicaments contenant
7323,4911,du sacubitril (ENTRESTO) : augmentation du risque d'œdème de Quincke. Un délai de 36 heures doit obligatoirement être respecté entre ces traitements ;
7324,4911,"de l'aliskiren (RAZILEX, RAZILEX HTC qui ne sont plus commercialisés en France) en cas de diabète ou d'insuffisance rénale ; l'association est déconseillée dans les autres cas."
7325,4911,"Il peut interagir avec les inhibiteurs de l'angiotensine II, les médicaments susceptibles d'augmenter le taux de potassium dans le sang (diurétiques, sels de potassium...), les médicaments favorisant les torsades de pointes, les antidiarrhéiques contenant du racécadotril (TIORFAN et ses génériques...) et les médicaments contenant du lithium ou de l'estramustine."
7326,4911,"Informez par ailleurs votre médecin si vous prenez un digitalique, un laxatif stimulant, un neuroleptique, un antidépresseur imipraminique, un corticoïde, un AINS, de l'aspirine à fortes doses, un antidiabétique, un immunosuppresseur (évélorimus, sirolimus, temsirolimus), un alphabloquant ou un médicament contenant de l'allopurinol, de la carbamazépine, de la ciclosporine, du baclofène ou un sel de calcium."
7327,4913,"L'association de ce médicament avec un inhibiteur de l'angiotensine II ou un médicament contenant de l'aliskiren est fortement déconseillée. Néanmoins, si une telle association est considérée comme absolument nécessaire, elle ne pourra se faire que sous la surveillance d'un spécialiste et avec un contrôle renforcé du fonctionnement des reins."
7328,4913,Ce médicament peut interagir avec les diurétiques et les médicaments qui contiennent du potassium ou du lithium.
7329,4913,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un antidiabétique, un AINS ou de l'aspirine à forte dose (plus de 3 g par jour)."
7330,4913,"En outre, l'effet antihypertenseur de ce médicament peut être augmenté par certains médicaments tels que les neuroleptiques, les antidépresseurs imipraminiques, les alphabloquants utilisés dans certains troubles urinaires, les médicaments contenant du baclofène ; il peut être diminué par les corticoïdes. Votre médecin doit être informé si vous êtes traité par l'un ou l'autre de ces médicaments."
7331,4914,"L'association de ce médicament avec un inhibiteur de l'angiotensine II ou un médicament contenant de l'aliskiren est fortement déconseillée. Néanmoins, si une telle association est considérée comme absolument nécessaire, elle ne pourra se faire que sous la surveillance d'un spécialiste et avec un contrôle renforcé du fonctionnement des reins."
7332,4914,Ce médicament peut interagir avec les diurétiques et les médicaments qui contiennent du potassium ou du lithium.
7333,4914,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un antidiabétique, un AINS ou de l'aspirine à forte dose (plus de 3 g par jour)."
7334,4914,"En outre, l'effet antihypertenseur de ce médicament peut être augmenté par certains médicaments tels que les neuroleptiques, les antidépresseurs imipraminiques, les alphabloquants utilisés dans certains troubles urinaires, les médicaments contenant du baclofène ; il peut être diminué par les corticoïdes. Votre médecin doit être informé si vous êtes traité par l'un ou l'autre de ces médicaments."
7335,4915,"L'association de ce médicament avec un inhibiteur de l'angiotensine II ou un médicament contenant de l'aliskiren est fortement déconseillée. Néanmoins, si une telle association est considérée comme absolument nécessaire, elle ne pourra se faire que sous la surveillance d'un spécialiste et avec un contrôle renforcé du fonctionnement des reins."
7336,4915,Ce médicament peut interagir avec les diurétiques et les médicaments qui contiennent du potassium ou du lithium.
7337,4915,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un antidiabétique, un AINS ou de l'aspirine à forte dose (plus de 3 g par jour)."
7338,4915,"En outre, l'effet antihypertenseur de ce médicament peut être augmenté par certains médicaments tels que les neuroleptiques, les antidépresseurs imipraminiques, les alphabloquants utilisés dans certains troubles urinaires, les médicaments contenant du baclofène ; il peut être diminué par les corticoïdes. Votre médecin doit être informé si vous êtes traité par l'un ou l'autre de ces médicaments."
7339,4918,"Ce médicament inhibe une nezyme qui intervient dans le métabolisme de diverses substances. Il ne doit pas être associé à un médicament contenant du répaglinide (NOVONORM), du dasabuvir ou de la simvastatine : risque d'augmentation de leur effets indésirables"
7340,4918,Il peut interagir avec les autres fibrates et les hypocholestérolémiants de la famille des statines : risque accru de toxicité musculaire.
7341,4918,Informez par ailleurs votre médecin si vous prenez un anticoagulant oral ou un médicament contenant de la colchicine.
7342,4919,"En cas de traitement concomitant avec un collyre, administrez le collyre au moins 15 minutes avant l'instillation de ce gel."
7343,4920,les médicaments contenant de la ciclosporine : risque fortement accru de toxicité musculaire ;
7344,4920,les antibiotiques contenant de l'érythromycine ou de l'acide fusidique (excepté les traitements locaux) : le traitement hypolipidémiant doit être temporairement interrompu.
7345,4920,Il peut également interagir avec les hypolipidémiants de la famille des fibrates ou avec les médicaments contenant de l'ézétimibe ou de la rifampicine.
7346,4920,"Informez par ailleurs votre médecin si vous prenez un médicament contenant l'une des substances suivantes : lopinavir, darunavir, ritonavir, atazanavir ou éfavirenz."
7347,4921,Ce médicament ne doit pas être associé l'association glécaprévir/pibrentasvir (MAVIRET) utilisée dans le traitement de l'hépatite C : risque fortement accru de toxicité musculaire.
7348,4921,"les antibiotiques contenant de l'acide fusidique : si le traitement par acide fusidique est nécessaire, la prise d'atorvastatine doit être interrompue pendant toute la durée du traitement antibiotique et pendant les 7 jours qui suivent son arrêt ;"
7349,4921,"les inhibiteurs de protéase utilisés dans le VIH (ritonavir, lopinavir, saquinavir, darunavir, elbasvir, fosamprénavir, tipranavir) et les médicaments contenant l'une des substances suivantes : ciclosporine, daptomycine, clarithromycine, télithromycine, délavirdine, stiripentol, kétoconazole, voriconazole, itraconazole, posaconazole ;"
7350,4921,les hypolipidémiants de la famille des fibrates.
7351,4921,Les effets toxiques de l'atorvastatine peuvent également être augmentés par le jus de pamplemousse : évitez de consommer du pamplemousse (jus ou fruit) pendant le traitement.
7352,4921,"Informez par ailleurs votre médecin si vous prenez des anticoagulants oraux ou un médicament contenant de la rifampicine, de l'érythromycine, du diltiazem, de l'amlodipine, du vérapamil, de la digoxine ou de la colchicine."
7353,4924,Ce médicament ne doit pas être associé avec les médicaments contenant de la rosuvastatine (CRESTOR et ses génériques) à la dose de 40 mg.
7354,4924,Il peut interagir avec
7355,4924,les autres fibrates et les hypocholestérolémiants de la famille des statines : risque accru de toxicité musculaire ;
7356,4924,les médicaments contenant de l'ézétimibe : risque accru de calculs des voies biliaires.
7357,4924,Informez par ailleurs votre médecin si vous prenez un anticoagulant oral ou un médicament contenant de la ciclosporine.
7358,4925,"l'assocation glécaprévir/pibrentasvir (MAVIRET) : risque fortement accru de toxicité musculaire,"
7359,4925,le sacubitril (ENTESTRO) : augmentation du risque d'œdème de Quincke ;
7360,4925,l'aliskiren (ces médicaments sont plus commercialisés en France) chez les personnes souffrant de diabète ou d'insuffisance rénale.
7361,4925,"les antiprotéases (ritonavir, lopinavir, atazanavir, indinavir, darunavir) et les médicaments contenant de la ciclosporine, de la télithromycine, de la clarithromycine, du kétoconazole, de l'itraconazole, du posaconazole ;"
7362,4925,"les antibiotiques contenant de l'acide fusidique : le traitement doit être temporairement interrompu en cas de prise d'acide fusidique,"
7363,4925,"les inhibiteurs de l'angiotensine II, les médicaments susceptibles d'augmenter le taux de potassium dans le sang (diurétiques, sels de potassium...), certains immunosuppresseurs (sirolimus, évérolimus...) et les médicaments contenant du racécadotril (TIORFAN et ses génériques...), du cotrimoxazole ou du lithium"
7364,4925,Le risque d'atteinte musculaire peut aussi être augmenté en cas d'association avec les hypolipidémiants de la famille des fibrates.
7365,4925,"Informez par ailleurs votre médecin si vous prenez un anticoagulant oral, un antidiabétique, un AINS, de l'aspirine à forte dose (plus de 3 g par jour), un neuroleptique, un antidépresseur imipraminique ou un médicament contenant du baclofène, de l'érythromycine, du diltiazem, de l'amlodipine ou du vérapamil."
7366,4925,Les effets toxiques de l'atorvastatine peuvent également être augmentés par le jus de pamplemousse : évitez d'en boire pendant le traitement.
7367,4926,les médicaments contenant de la ciclosporine ou l'association sofosbuvir/velpatasvir/voxilaprévir (VOSEVI) : risque accru d'atteintes musculaires ;
7368,4926,"les antibiotiques contenant de l'acide fusidique : si le traitement par acide fusidique est nécessaire, la prise de ce médicament doit être interrompue pendant toute la durée du traitement antibiotique et pendant les 7 jours qui suivent son arrêt."
7369,4926,Il peut interagir avec les antiprotéases utilisées dans le traitement du VIH et les hypolipidémiants de la famille des fibrates.
7370,4926,"Informez par ailleurs votre médecin si vous prenez d'autres médicaments, notamment un anticoagulant oral, un antiacide, un estroprogestatif (pilule, traitement hormonal de la ménopause) ou un médicament contenant l'une des substances suivantes : érythromycine, régorafénib, darolutamide, capmatinib, fostamatinib, fébuxostat, tériflunomide, ticagrélor."
7371,4926,"En cas d'association avec une résine (colestyramine par exemple), ce médicament doit être administré à distance de la résine (soit 2 heures avant, soit 4 heures après)."
7372,4929,Ce médicament ne doit pas être associé avec un autre fibrate ou avec de la rosuvastatine (lorsqu'elle est utilisée à la dose de 40 mg) : risque accru de toxicité musculaire.
7373,4929,Il peut interagir avec les hypocholestérolémiants de la famille des statines.
7374,4929,"Informez par ailleurs votre médecin si vous prenez un anticoagulant oral, un antidiabétique oral ou un médicament contenant de la colchicne."
7375,4931,"Informez votre médecin si vous prenez un antihypertenseur, un antidépresseur imipraminique, un médicament sédatif ou de la lévodopa."
7376,4936,Ce médicament ne doit pas être associé avec l'oxybate de sodium : risque de dépression respiratoire.
7377,4936,"Il peut interagir avec les antalgiques qui contiennent de la nalbuphine, de la buprénorphine, de la pentazocine, de la naltrexone ou du nalméfène."
7378,4936,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un médicament sédatif (notamment un tranquillisant ou un somnifère de la famille des benzodiazépines), un neuroleptique, un antidépresseur (tel que la duloxétine, la fluoxétine ou la paroxétine), un anticoagulant oral, un antiépileptique, ou un médicament contenant de la quinidine, du bupropion, du cinacalcet ou de la méthadone."
7379,4939,"En cas d'utilisation de plusieurs collyres, respectez un intervalle minimal de 5 minutes entre deux instillations, sauf indication contraire de votre médecin."
7380,4946,"Informez votre médecin en cas de traitement par un médicament contenant un sulfamide ou un bêtabloquant ou l'une des substances suivantes : nitrofurantoïne, phénytoïne, phénobarbital, amiodarone, cimétidine."
7381,4947,"Informez votre médecin en cas de traitement par un médicament contenant un sulfamide ou l'une des substances suivantes : dapsone, métoclopramide, flutamide (en particulier chez le nourrisson de moins de 3 mois)."
7382,4948,"Informez votre médecin en cas de traitement par un médicament contenant un sulfamide ou un bêtabloquant ou l'une des substances suivantes : nitrofurantoïne, phénytoïne, phénobarbital, amiodarone, cimétidine."
7383,4957,Ce médicament peut interagir avec l'oxybate de sodium (médicament utilisé dans le traitement de la narcolepsie).
7384,4957,"Informez votre médecin ou votre pharmacien si vous prenez un autre médicament ayant des effets atropiniques ou sédatifs (tranquillisants, somnifères, certains médicaments contre la toux ou contre la douleur contenant des opiacés, antidépresseurs, neuroleptiques...)."
7385,4959,"Informez votre médecin si vous prenez des médicaments contenant de la cimétidine ou d'autres médicaments atropiniques ou sédatifs (tranquillisants, somnifères, certains médicaments contre la toux ou contre la douleur contenant des opiacés, antidépresseurs, neuroleptiques...)."
7386,4960,Aucun vaccin vivant ne doit être administré pendant le traitement.
7387,4960,Informez votre médecin si vous prenez un médicament contenant de l'anakinra ou de l'abatacept.
7388,4962,"L'efficacité de ce contraceptif d'urgence peut être diminuée si vous prenez par ailleurs un médicament inducteur enzymatique tels que certains médicaments utilisés pour traiter l'épilepsie (comme les barbituriques, la primidone, la phénytoïne ou la carbamazépine), certains médicaments utilisés pour traiter la tuberculose (comme la rifampicine ou la rifabutine), certains médicaments utilisés pour traiter le VIH (comme le ritonavir ou l'éfavirenz) ou certains médicaments utilisés pour traiter les infections fongiques (comme la griséofulvine) ou un produit à base de plantes contenant du millepertuis. Si vous avez été traitée avec un de ces médicaments au cours des 4 dernières semaines, il est recommandé d'utiliser une contraception d'urgence non hormonale, à savoir la pose d'un dispositif intra-utérin au cuivre, ou d'augmenter la dose de lévonorgestrel. Demandez conseil à votre médecin ou à votre pharmacien."
7389,4964,"Informez votre médecin ou votre pharmacien si vous prenez d'autres sédatifs (tranquillisants, somnifères, certains médicaments contre la toux ou contre la douleur contenant des opiacés, antidépresseurs, neuroleptiques...) ou en cas de traitement par la buprénorphine."
7390,4965,"Ce médicament ne doit pas être associé aux IMAO non sélectifs (MARSILID) : un délai de deux semaines doit être respecté entre l'arrêt de l'IMAO et le début du traitement, et d'au moins une semaine entre l'arrêt du traitement et le début de l'IMAO."
7391,4965,Il peut également interagir avec les IMAO sélectifs A et B.
7392,4967,"L'efficacité de ce contraceptif d'urgence peut être diminuée si vous prenez par ailleurs un médicament inducteur enzymatique tels que certains médicaments utilisés pour traiter l'épilepsie (comme les barbituriques, la primidone, la phénytoïne ou la carbamazépine), certains médicaments utilisés pour traiter la tuberculose (comme la rifampicine ou la rifabutine), certains médicaments utilisés pour traiter le VIH (comme le ritonavir ou l'éfavirenz) ou certains médicaments utilisés pour traiter les infections fongiques (comme la griséofulvine) ou un produit à base de plantes contenant du millepertuis. Si vous avez été traitée avec un de ces médicaments au cours des 4 dernières semaines, il est recommandé d'utiliser une contraception d'urgence non hormonale, à savoir la pose d'un dispositif intra-utérin au cuivre, ou d'augmenter la dose de lévonorgestrel. Demandez conseil à votre médecin ou à votre pharmacien."
7393,4969,"Les pansements digestifs et les médicaments qui contiennent des sels de fer ou de calcium, de la colestyramine, de l'acide polystyrène sulfonique ou du sucralfate peuvent diminuer l'absorption de ce médicament ; il est nécessaire de respecter un délai de 2 heures entre la prise de ces médicaments."
7394,4969,"Informez par ailleurs votre médecin si vous prenez un antidiabétique oral, un anticoagulant oral, un antiépileptique (carbamazépine, phénobarbital, phénytoïne, primidone), un traitement antiviral contre le VIH, un médicament contenant des estrogènes, de l'amiodarone, de la griséofulvine, de la rifabutine, de la rifampicine, l'association chloroquine/proguanil, de l'orlistat, du millepertuis ou des compléments alimentaires contenant du soja."
7395,4974,Ce collyre peut interagir avec d'autres collyres : respectez un intervalle de 15 minutes entre deux instillations.
7396,4975,les produits de phytothérapie contenant du millepertuis : risque de baisse d'efficacité voire d'annulation de l'effet contraceptif ;
7397,4975,les traitements de l'hépatite C contenant l'association glécaprévir/pibrentasvir (MAVIRET) ou l'association sofosbuvir/velpatasvir/voxilaprévir (VOSEVI) : risque d'augmentation de leur toxicité pour le foie. Les femmes doivent utiliser une autre contraception (par exemple une contraception progestative seule ou des méthodes non hormonales) pendant la prise de ces médicaments et jusqu'à 2 semaines après leur arrêt.
7398,4975,"L'efficacité contraceptive de cette pilule peut être également diminuée par certains antiépileptiques, certains traitements du sida et les médicaments contenant l'une des substances suivantes : griséofulvine, rifampicine, rifabutine, modafinil. Il est recommandé d'utiliser une autre méthode contraceptive (préservatif ou dispositif intra-utérin) pendant toute la durée de ces traitements et le cycle suivant."
7399,4975,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la lamotrigine.
7400,4976,Ce médicament ne doit pas être associé avec
7401,4976,les produits de phytothérapie contenant du millepertuis : risque de baisse d'efficacité voire d'annulation de l'effet contraceptif ;
7402,4976,les traitements de l'hépatite C contenant l'association glécaprévir/pibrentasvir (MAVIRET) ou l'association sofosbuvir/velpatasvir/voxilaprévir (VOSEVI) : risque d'augmentation de leur toxicité pour le foie. Les femmes doivent utiliser une autre contraception (par exemple une contraception progestative seule ou des méthodes non hormonales) pendant la prise de ces médicaments et jusqu'à 2 semaines après leur arrêt.
7403,4976,"L'efficacité contraceptive de cette pilule peut être également diminuée par certains antiépileptiques, certains traitements du sida et les médicaments contenant l'une des substances suivantes : griséofulvine, rifampicine, rifabutine, modafinil. Il est recommandé d'utiliser une autre méthode contraceptive (préservatif ou dispositif intra-utérin) pendant toute la durée de ces traitements et le cycle suivant."
7404,4976,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la lamotrigine.
7405,4977,Ce médicament ne doit pas être associé avec
7406,4977,les produits de phytothérapie contenant du millepertuis : risque de baisse d'efficacité voire d'annulation de l'effet contraceptif ;
7407,4977,les traitements de l'hépatite C contenant l'association glécaprévir/pibrentasvir (MAVIRET) ou l'association sofosbuvir/velpatasvir/voxilaprévir (VOSEVI) : risque d'augmentation de leur toxicité pour le foie. Les femmes doivent utiliser une autre contraception (par exemple une contraception progestative seule ou des méthodes non hormonales) pendant la prise de ces médicaments et jusqu'à 2 semaines après leur arrêt.
7408,4977,"L'efficacité contraceptive de cette pilule peut être également diminuée par certains antiépileptiques, certains traitements du sida et les médicaments contenant l'une des substances suivantes : griséofulvine, rifampicine, rifabutine, modafinil. Il est recommandé d'utiliser une autre méthode contraceptive (préservatif ou dispositif intra-utérin) pendant toute la durée de ces traitements et le cycle suivant."
7409,4977,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la lamotrigine.
7410,4978,Ce médicament ne doit pas être associé avec
7411,4978,les produits de phytothérapie contenant du millepertuis : risque de baisse d'efficacité voire d'annulation de l'effet contraceptif ;
7412,4978,les traitements de l'hépatite C contenant l'association glécaprévir/pibrentasvir (MAVIRET) ou l'association sofosbuvir/velpatasvir/voxilaprévir (VOSEVI) : risque d'augmentation de leur toxicité pour le foie. Les femmes doivent utiliser une autre contraception (par exemple une contraception progestative seule ou des méthodes non hormonales) pendant la prise de ces médicaments et jusqu'à 2 semaines après leur arrêt.
7413,4978,"L'efficacité contraceptive de cette pilule peut être également diminuée par certains antiépileptiques, certains traitements du sida et les médicaments contenant l'une des substances suivantes : griséofulvine, rifampicine, rifabutine, modafinil. Il est recommandé d'utiliser une autre méthode contraceptive (préservatif ou dispositif intra-utérin) pendant toute la durée de ces traitements et le cycle suivant."
7414,4978,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la lamotrigine.
7415,4979,Ce médicament ne doit pas être associé avec
7416,4979,les produits de phytothérapie contenant du millepertuis : risque de baisse d'efficacité voire d'annulation de l'effet contraceptif ;
7417,4979,les traitements de l'hépatite C contenant l'association glécaprévir/pibrentasvir (MAVIRET) ou l'association sofosbuvir/velpatasvir/voxilaprévir (VOSEVI) : risque d'augmentation de leur toxicité pour le foie. Les femmes doivent utiliser une autre contraception (par exemple une contraception progestative seule ou des méthodes non hormonales) pendant la prise de ces médicaments et jusqu'à 2 semaines après leur arrêt.
7418,4979,"L'efficacité contraceptive de cette pilule peut être également diminuée par certains antiépileptiques, certains traitements du sida et les médicaments contenant l'une des substances suivantes : griséofulvine, rifampicine, rifabutine, modafinil. Il est recommandé d'utiliser une autre méthode contraceptive (préservatif ou dispositif intra-utérin) pendant toute la durée de ces traitements et le cycle suivant."
7419,4979,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la lamotrigine.
7420,4980,"L'efficacité de ce contraceptif d'urgence peut être diminuée si vous prenez par ailleurs un médicament inducteur enzymatique tels que certains médicaments utilisés pour traiter l'épilepsie (comme les barbituriques, la primidone, la phénytoïne ou la carbamazépine), certains médicaments utilisés pour traiter la tuberculose (comme la rifampicine ou la rifabutine), certains médicaments utilisés pour traiter le VIH (comme le ritonavir ou l'éfavirenz) ou certains médicaments utilisés pour traiter les infections fongiques (comme la griséofulvine) ou un produit à base de plantes contenant du millepertuis. Si vous avez été traitée avec un de ces médicaments au cours des 4 dernières semaines, il est recommandé d'utiliser une contraception d'urgence non hormonale, à savoir la pose d'un dispositif intra-utérin au cuivre, ou d'augmenter la dose de lévonorgestrel. Demandez conseil à votre médecin ou à votre pharmacien."
7421,4981,"L'efficacité de ce contraceptif d'urgence peut être diminuée si vous prenez par ailleurs un médicament inducteur enzymatique tels que certains médicaments utilisés pour traiter l'épilepsie (comme les barbituriques, la primidone, la phénytoïne ou la carbamazépine), certains médicaments utilisés pour traiter la tuberculose (comme la rifampicine ou la rifabutine), certains médicaments utilisés pour traiter le VIH (comme le ritonavir ou l'éfavirenz) ou certains médicaments utilisés pour traiter les infections fongiques (comme la griséofulvine) ou un produit à base de plantes contenant du millepertuis. Si vous avez été traitée avec un de ces médicaments au cours des 4 dernières semaines, il est recommandé d'utiliser une contraception d'urgence non hormonale, à savoir la pose d'un dispositif intra-utérin au cuivre, ou d'augmenter la dose de lévonorgestrel. Demandez conseil à votre médecin ou à votre pharmacien."
7422,4982,"L'efficacité de ce contraceptif d'urgence peut être diminuée si vous prenez par ailleurs un médicament inducteur enzymatique tels que certains médicaments utilisés pour traiter l'épilepsie (comme les barbituriques, la primidone, la phénytoïne ou la carbamazépine), certains médicaments utilisés pour traiter la tuberculose (comme la rifampicine ou la rifabutine), certains médicaments utilisés pour traiter le VIH (comme le ritonavir ou l'éfavirenz) ou certains médicaments utilisés pour traiter les infections fongiques (comme la griséofulvine) ou un produit à base de plantes contenant du millepertuis. Si vous avez été traitée avec un de ces médicaments au cours des 4 dernières semaines, il est recommandé d'utiliser une contraception d'urgence non hormonale, à savoir la pose d'un dispositif intra-utérin au cuivre, ou d'augmenter la dose de lévonorgestrel. Demandez conseil à votre médecin ou à votre pharmacien."
7423,4983,Ce médicament ne doit pas être associé avec
7424,4983,les produits de phytothérapie contenant du millepertuis : risque de baisse d'efficacité voire d'annulation de l'effet contraceptif ;
7425,4983,les traitements de l'hépatite C contenant l'association glécaprévir/pibrentasvir (MAVIRET) ou l'association sofosbuvir/velpatasvir/voxilaprévir (VOSEVI) : risque d'augmentation de leur toxicité pour le foie. Les femmes doivent utiliser une autre contraception (par exemple une contraception progestative seule ou des méthodes non hormonales) pendant la prise de ces médicaments et jusqu'à 2 semaines après leur arrêt.
7426,4983,"L'efficacité contraceptive de cette pilule peut être également diminuée par certains antiépileptiques, certains traitements du sida et les médicaments contenant l'une des substances suivantes : griséofulvine, rifampicine, rifabutine, modafinil. Il est recommandé d'utiliser une autre méthode contraceptive (préservatif ou dispositif intra-utérin) pendant toute la durée de ces traitements et le cycle suivant."
7427,4983,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la lamotrigine.
7428,4984,"L'efficacité de ce contraceptif d'urgence peut être diminuée si vous prenez par ailleurs un médicament inducteur enzymatique tels que certains médicaments utilisés pour traiter l'épilepsie (comme les barbituriques, la primidone, la phénytoïne ou la carbamazépine), certains médicaments utilisés pour traiter la tuberculose (comme la rifampicine ou la rifabutine), certains médicaments utilisés pour traiter le VIH (comme le ritonavir ou l'éfavirenz) ou certains médicaments utilisés pour traiter les infections fongiques (comme la griséofulvine) ou un produit à base de plantes contenant du millepertuis. Si vous avez été traitée avec un de ces médicaments au cours des 4 dernières semaines, il est recommandé d'utiliser une contraception d'urgence non hormonale, à savoir la pose d'un dispositif intra-utérin au cuivre, ou d'augmenter la dose de lévonorgestrel. Demandez conseil à votre médecin ou à votre pharmacien."
7429,4985,"L'efficacité de ce contraceptif d'urgence peut être diminuée si vous prenez par ailleurs un médicament inducteur enzymatique tels que certains médicaments utilisés pour traiter l'épilepsie (comme les barbituriques, la primidone, la phénytoïne ou la carbamazépine), certains médicaments utilisés pour traiter la tuberculose (comme la rifampicine ou la rifabutine), certains médicaments utilisés pour traiter le VIH (comme le ritonavir ou l'éfavirenz) ou certains médicaments utilisés pour traiter les infections fongiques (comme la griséofulvine) ou un produit à base de plantes contenant du millepertuis. Si vous avez été traitée avec un de ces médicaments au cours des 4 dernières semaines, il est recommandé d'utiliser une contraception d'urgence non hormonale, à savoir la pose d'un dispositif intra-utérin au cuivre, ou d'augmenter la dose de lévonorgestrel. Demandez conseil à votre médecin ou à votre pharmacien."
7430,4987,Ce collyre peut interagir avec d'autres collyres : respectez un intervalle de 15 minutes entre deux instillations.
7431,4989,"Informez votre médecin si vous prenez un médicament favorisant les torsades de pointes (antiarythmique, antidépresseur imipraminique, neuroleptique...), un traitement prédisposant aux convulsions (théophylline, AINS...), un anticoagulant oral (un contrôle plus fréquent de l'INR peut être nécessaire) ou un médicament contenant du probénécide, de la cimétidine ou de la ciclosporine."
7432,4989,"Il est préférable de respecter un délai de 2 heures entre la prise de ce médicament et celle des pansements digestifs (contenant des sels d'aluminium, de calcium ou de magnésium) ou des médicaments contenant du fer, du zinc ou du sucralfate."
