id,medicament_id,indication
14850,2827,Il est utilisé chez les futures mamans afin de prévenir une malformation rare (spina bifida) de l'enfant à naître.
14851,2828,"Ce médicament contient de l'acide folique (vitamine B9), indispensable au métabolisme. La carence en acide folique est responsable de certaines formes d'anémies. Cette vitamine a également montré un intérêt, lorsqu'elle est prise avant et pendant le début de la grossesse, dans la prévention de certaines malformations du système nerveux du fœtus, comme le spina bifida, par exemple, qui est un défaut de fermeture de la colonne vertébrale."
14852,2828,"dans le traitement des carences en acide folique,"
14853,2828,"avant et au cours de la grossesse, chez les femmes ayant déjà eu des enfants porteurs d'anomalies du système nerveux (spina bifida...)."
14854,2828,Anémie macrocytaire par carence en acide folique
14855,2828,"Anomalie de la fermeture du tube neural, traitement préventif des récidives (de l')"
14856,2828,Carence en folates
14857,2828,Carence en folates par malabsorption
14858,2829,Hyperammoniémie congénitale par acidémie organique
14859,2829,Hyperammoniémie congénitale par déficit du cycle de l'urée
14860,2830,"Ce médicament contient de l'acide alendronique, de la famille des biphosphonates, et de la vitamine D. L'acide alendronique agit en bloquant les cellules qui détruisent l'os et en luttant contre la déminéralisation. Des études ont montré qu'il diminue le risque de fractures des vertèbres et de la hanche dues à l'ostéoporose. La vitamine D permet la fixation osseuse du calcium. La carence en vitamine D est particulièrement fréquente chez les personnes âgées peu exposées au soleil ; en effet, la vitamine D est fabriquée par la peau sous l'influence des rayons ultraviolets."
14861,2830,Il est utilisé dans le traitement de l'ostéoporose qui survient chez la femme ménopausée présentant un risque de carence en vitamine D.
14862,2831,Hyperammoniémie congénitale par acidémie organique
14863,2831,Hyperammoniémie congénitale par déficit du cycle de l'urée
14864,2832,"Ce médicament contient de l'acide alendronique, de la famille des biphosphonates, et de la vitamine D. L'acide alendronique agit en bloquant les cellules qui détruisent l'os et en luttant contre la déminéralisation. Des études ont montré qu'il diminue le risque de fractures des vertèbres et de la hanche dues à l'ostéoporose. La vitamine D permet la fixation osseuse du calcium. La carence en vitamine D est particulièrement fréquente chez les personnes âgées peu exposées au soleil ; en effet, la vitamine D est fabriquée par la peau sous l'influence des rayons ultraviolets."
14865,2832,Il est utilisé dans le traitement de l'ostéoporose qui survient chez la femme ménopausée présentant un risque de carence en vitamine D.
14866,2833,"Ce médicament contient de l'acide alendronique, de la famille des biphosphonates, et de la vitamine D. L'acide alendronique agit en bloquant les cellules qui détruisent l'os et en luttant contre la déminéralisation. Des études ont montré qu'il diminue le risque de fractures des vertèbres et de la hanche dues à l'ostéoporose. La vitamine D permet la fixation osseuse du calcium. La carence en vitamine D est particulièrement fréquente chez les personnes âgées peu exposées au soleil ; en effet, la vitamine D est fabriquée par la peau sous l'influence des rayons ultraviolets."
14867,2833,Il est utilisé dans le traitement de l'ostéoporose qui survient chez la femme ménopausée présentant un risque de carence en vitamine D.
14868,2834,"Ce médicament contient de l'acide alendronique, de la famille des biphosphonates, et de la vitamine D. L'acide alendronique agit en bloquant les cellules qui détruisent l'os et en luttant contre la déminéralisation. La vitamine D, fabriquée par la peau sous l'influence des rayons ultraviolets, permet la fixation osseuse du calcium ; la carence en vitamine D est particulièrement fréquente chez les personnes âgées peu exposées au soleil."
14869,2834,Il est utilisé dans le traitement de l'ostéoporose chez la femme ménopausée présentant un risque de carence en vitamine D. Il réduit le risque de fractures des vertèbres et de la hanche.
14870,2835,"Ce médicament contient de l'acide alendronique, de la famille des biphosphonates, et de la vitamine D. L'acide alendronique agit en bloquant les cellules qui détruisent l'os et en luttant contre la déminéralisation. La vitamine D, fabriquée par la peau sous l'influence des rayons ultraviolets, permet la fixation osseuse du calcium ; la carence en vitamine D est particulièrement fréquente chez les personnes âgées peu exposées au soleil."
14871,2835,Il est utilisé dans le traitement de l'ostéoporose chez la femme ménopausée présentant un risque de carence en vitamine D. Il réduit le risque de fractures des vertèbres et de la hanche.
14872,2836,"Ce médicament contient de l'acide alendronique, de la famille des biphosphonates, et de la vitamine D. L'acide alendronique agit en bloquant les cellules qui détruisent l'os et en luttant contre la déminéralisation. La vitamine D, fabriquée par la peau sous l'influence des rayons ultraviolets, permet la fixation osseuse du calcium ; la carence en vitamine D est particulièrement fréquente chez les personnes âgées peu exposées au soleil."
14873,2836,Il est utilisé dans le traitement de l'ostéoporose chez la femme ménopausée présentant un risque de carence en vitamine D. Il réduit le risque de fractures des vertèbres et de la hanche.
14874,2837,"Ce médicament contient de l'acide alendronique, de la famille des biphosphonates, et de la vitamine D. L'acide alendronique agit en bloquant les cellules qui détruisent l'os et en luttant contre la déminéralisation. La vitamine D, fabriquée par la peau sous l'influence des rayons ultraviolets, permet la fixation osseuse du calcium ; la carence en vitamine D est particulièrement fréquente chez les personnes âgées peu exposées au soleil."
14875,2837,Il est utilisé dans le traitement de l'ostéoporose chez la femme ménopausée présentant un risque de carence en vitamine D. Il réduit le risque de fractures des vertèbres et de la hanche.
14876,2838,"Ce médicament contient de l'acide alendronique, de la famille des biphosphonates, et de la vitamine D. L'acide alendronique agit en bloquant les cellules qui détruisent l'os et en luttant contre la déminéralisation. Des études ont montré qu'il diminue le risque de fractures des vertèbres et de la hanche dues à l'ostéoporose. La vitamine D permet la fixation osseuse du calcium. La carence en vitamine D est particulièrement fréquente chez les personnes âgées peu exposées au soleil ; en effet, la vitamine D est fabriquée par la peau sous l'influence des rayons ultraviolets."
14877,2838,Il est utilisé dans le traitement de l'ostéoporose qui survient chez la femme ménopausée présentant un risque de carence en vitamine D.
14878,2839,Ce médicament appartient à la famille des biphosphonates. Il agit en bloquant les cellules qui détruisent l'os et en luttant contre la déminéralisation. Des études ont montré qu'il diminue le risque de fractures vertébrales et de la hanche dues à l'ostéoporose.
14879,2839,Il est utilisé dans le traitement de l'ostéoporose chez la femme ménopausée.
14880,2840,Ce médicament appartient à la famille des biphosphonates. Il agit en bloquant les cellules qui détruisent l'os et en luttant contre la déminéralisation. Des études ont montré qu'il diminue le risque de fractures vertébrales et de la hanche dues à l'ostéoporose.
14881,2840,Il est utilisé dans le traitement de l'ostéoporose chez la femme ménopausée.
14882,2841,Ce médicament appartient à la famille des biphosphonates. Il agit en bloquant les cellules qui détruisent l'os et en luttant contre la déminéralisation. Des études ont montré qu'il diminue le risque de fractures vertébrales et de la hanche dues à l'ostéoporose.
14883,2841,Il est utilisé dans le traitement de l'ostéoporose chez la femme ménopausée.
14884,2842,Ce médicament appartient à la famille des biphosphonates. Il agit en bloquant les cellules qui détruisent l'os et en luttant contre la déminéralisation. Des études ont montré qu'il diminue le risque de fractures vertébrales et de la hanche dues à l'ostéoporose.
14885,2842,Il est utilisé dans le traitement de l'ostéoporose chez la femme ménopausée.
14886,2843,Ce médicament appartient à la famille des biphosphonates. Il agit en bloquant les cellules qui détruisent l'os et en luttant contre la déminéralisation. Des études ont montré qu'il diminue le risque de fractures vertébrales et de la hanche dues à l'ostéoporose.
14887,2843,Il est utilisé dans le traitement de l'ostéoporose chez la femme ménopausée.
14888,2844,Ce médicament appartient à la famille des biphosphonates. Il agit en bloquant les cellules qui détruisent l'os et en luttant contre la déminéralisation. Des études ont montré qu'il diminue le risque de fractures vertébrales et de la hanche dues à l'ostéoporose.
14889,2844,Il est utilisé dans le traitement de l'ostéoporose chez la femme ménopausée.
14890,2845,Ce médicament appartient à la famille des biphosphonates. Il agit en bloquant les cellules qui détruisent l'os et en luttant contre la déminéralisation. Des études ont montré qu'il diminue le risque de fractures vertébrales et de la hanche dues à l'ostéoporose.
14891,2845,Il est utilisé dans le traitement de l'ostéoporose chez la femme ménopausée.
14892,2846,Ce médicament appartient à la famille des biphosphonates. Il agit en bloquant les cellules qui détruisent l'os et en luttant contre la déminéralisation. Des études ont montré qu'il diminue le risque de fractures vertébrales et de la hanche dues à l'ostéoporose.
14893,2846,Il est utilisé dans le traitement de l'ostéoporose chez la femme ménopausée.
14894,2847,Angor instable à la phase aiguë
14895,2847,Infarctus du myocarde en phase aiguë
14896,2847,Infarctus du myocarde sans onde Q
14897,2847,Affection rhumatismale
14898,2847,Douleur intense
14899,2847,"Fièvre, traitement alternatif à la voie orale (de la)"
14900,2848,"Ce médicament contient de l'aspirine, qui possède, entre autres propriétés, celle de fluidifier le sang. Cet effet persiste 4 à 8 jours après l'arrêt du traitement. L'enrobage du comprimé permet de libérer la substance active dans l'intestin plutôt que dans l'estomac et de prévenir ainsi l'effet irritant de l'aspirine sur la muqueuse de l'estomac."
14901,2848,"les récidives de maladies cardiovasculaires provoquées par un caillot de sang dans une artère (infarctus du myocarde, accident vasculaire cérébral...) ;"
14902,2848,les complications de l'angor ou après un pontage coronarien.
14903,2848,"Accident vasculaire cérébral ischémique, traitement préventif des récidives (d'un)"
14904,2848,"Angioplastie coronaire, en dehors de la phase aiguë"
14905,2848,"Angor, traitement préventif des complications cardiovasculaires (de l')"
14906,2848,"Infarctus du myocarde, traitement préventif des récidives (de l')"
14907,2848,Réduction de l'occlusion des greffons après pontage aortocoronarien
14908,2849,"Ce médicament contient de l'aspirine, qui possède de nombreuses propriétés : antalgique et antipyrétique, mais aussi anti-inflammatoire à dose élevée, et fluidifiant du sang."
14909,2849,Il est utilisé pour faire baisser la fièvre et dans le traitement des affections douloureuses.
14910,2849,Douleur d'intensité légère à modérée
14911,2849,Fièvre
14912,2850,Ce médicament est un antiviral puissant. Il bloque la multiplication du virus herpétique au sein des cellules infectées.
14913,2850,"Il est utilisé dans le traitement de l'herpès labial (également appelé ""bouton de fièvre"")."
14914,2850,Herpès labial
14915,2851,"Ce médicament est un antiviral puissant, actif sur les virus du groupe de l'herpès. Il empêche la reproduction des virus dans les cellules infectées, mais ne peut détruire les virus cachés dans les ganglions nerveux, responsables des récurrences (récidives) qu'il ne peut éviter."
14916,2851,"Dosé à 200 mg, il est utilisé dans le traitement des poussées d'herpès et dans la prévention des récidives."
14917,2851,"Dosé à 800 mg, il est utilisé dans le traitement préventif des complications du zona ophtalmique."
14918,2851,Herpès génital récurrent
14919,2851,"Herpès génital, primo-infection (d')"
14920,2851,"Zona ophtalmique, traitement préventif des complications oculaires (du)"
14921,2851,Gingivo-stomatite herpétique aiguë
14922,2851,"Herpès chez le sujet immunodéprimé, traitement préventif (de l')"
14923,2851,"Herpès génital chez l'immunocompétent, primo-infection sévère (d')"
14924,2851,Herpès génital récurrent chez l'immunocompétent
14925,2851,"Herpès récurrent chez l'immunocompétent, traitement préventif (de l')"
14926,2851,Infection herpétique sévère chez l'immunocompétent
14927,2851,"Infection oculaire herpétique chez l'immunocompétent, traitement préventif des récidives (de l')"
14928,2851,Kératite herpétique chez l'immunocompétent
14929,2851,Kérato-uvéite herpétique chez l'immunocompétent
14930,2852,"Ce médicament est un antiviral puissant, actif sur les virus du groupe de l'herpès. Il empêche la reproduction des virus dans les cellules infectées, mais ne peut détruire les virus cachés dans les ganglions nerveux, responsables des récurrences (récidives) qu'il ne peut éviter."
14931,2852,Il est utilisé dans le traitement des poussées d'herpès graves et dans la prévention des récidives.
14932,2852,Herpès génital récurrent
14933,2852,"Herpès génital, primo-infection (d')"
14934,2852,Gingivo-stomatite herpétique aiguë
14935,2852,"Herpès chez le sujet immunodéprimé, traitement préventif (de l')"
14936,2852,"Herpès génital chez l'immunocompétent, primo-infection sévère (d')"
14937,2852,Herpès génital récurrent chez l'immunocompétent
14938,2852,"Herpès récurrent chez l'immunocompétent, traitement préventif (de l')"
14939,2852,Infection herpétique sévère chez l'immunocompétent
14940,2852,"Infection oculaire herpétique chez l'immunocompétent, traitement préventif des récidives (de l')"
14941,2852,Kératite herpétique chez l'immunocompétent
14942,2852,Kérato-uvéite herpétique chez l'immunocompétent
14943,2853,"Ce médicament contient de l'aspirine, qui possède, entre autres propriétés, celle de fluidifier le sang. Cet effet persiste 4 à 8 jours après l'arrêt du traitement. L'enrobage du comprimé permet de libérer la substance active dans l'intestin plutôt que dans l'estomac et de prévenir ainsi l'effet irritant de l'aspirine sur la muqueuse de l'estomac."
14944,2853,"les récidives de maladies cardiovasculaires provoquées par un caillot de sang dans une artère (infarctus du myocarde, accident vasculaire cérébral...) ;"
14945,2853,les complications de l'angor ou après un pontage coronarien.
14946,2853,"Accident vasculaire cérébral ischémique, traitement préventif des récidives (d'un)"
14947,2853,"Angioplastie coronaire, en dehors de la phase aiguë"
14948,2853,"Angor, traitement préventif des complications cardiovasculaires (de l')"
14949,2853,"Infarctus du myocarde, traitement préventif des récidives (de l')"
14950,2853,"Pontage aortocoronarien, traitement préventif des complications thromboemboliques (lors d'un)"
14951,2853,Réduction de l'occlusion des greffons après pontage aortocoronarien
14952,2854,"Ce médicament est un antiviral puissant, actif sur les virus du groupe de l'herpès. Il empêche la reproduction des virus dans les cellules infectées, mais ne peut détruire les virus cachés dans les ganglions nerveux, responsables des récurrences (récidives) qu'il ne peut éviter."
14953,2854,"Dosé à 200 mg, il est utilisé dans le traitement des poussées d'herpès et dans la prévention des récidives."
14954,2854,"Dosé à 800 mg, il est utilisé dans le traitement préventif des complications du zona ophtalmique."
14955,2854,"Zona ophtalmique, traitement préventif des complications oculaires (du)"
14956,2854,Gingivo-stomatite herpétique aiguë
14957,2854,"Herpès chez le sujet immunodéprimé, traitement préventif (de l')"
14958,2854,"Herpès génital chez l'immunocompétent, primo-infection sévère (d')"
14959,2854,Herpès génital récurrent chez l'immunocompétent
14960,2854,"Herpès récurrent chez l'immunocompétent, traitement préventif (de l')"
14961,2854,Infection herpétique sévère chez l'immunocompétent
14962,2854,"Infection oculaire herpétique chez l'immunocompétent, traitement préventif des récidives (de l')"
14963,2854,Kératite herpétique chez l'immunocompétent
14964,2854,Kérato-uvéite herpétique chez l'immunocompétent
14965,2855,Ce médicament est un antiviral puissant. Il bloque la multiplication du virus herpétique au sein des cellules infectées.
14966,2855,"Il est utilisé dans le traitement de l'herpès labial (également appelé ""bouton de fièvre"")."
14967,2855,Herpès labial
14968,2856,Ce médicament est un antiviral puissant. Il bloque la multiplication du virus herpétique au sein des cellules infectées.
14969,2856,"Il est utilisé dans le traitement de l'herpès labial (également appelé ""bouton de fièvre"")."
14970,2856,Herpès labial
14971,2857,Ce médicament est un antiviral puissant. Il bloque la multiplication du virus herpétique au sein des cellules infectées.
14972,2857,Il est utilisé dans le traitement de l'herpès génital.
14973,2857,Herpès génital récurrent
14974,2857,"Herpès génital, primo-infection (d')"
14975,2857,Gingivo-stomatite herpétique aiguë
14976,2857,Herpès chez le sujet immunodéprimé
14977,2857,"Herpès génital chez l'immunocompétent, primo-infection sévère (d')"
14978,2857,Infection varicelle-zona chez l'immunodéprimé
14979,2857,"Kaposi-Juliusberg, syndrome (de)"
14980,2857,Méningo-encéphalite herpétique
14981,2857,Varicelle sévère ou compliquée
14982,2857,Zona sévère chez l'immunocompétent
14983,2857,"Zona ophtalmique, traitement préventif des complications oculaires (du)"
14984,2857,"Herpès chez le sujet immunodéprimé, traitement préventif (de l')"
14985,2857,Herpès génital récurrent chez l'immunocompétent
14986,2857,"Herpès récurrent chez l'immunocompétent, traitement préventif (de l')"
14987,2857,Infection herpétique sévère chez l'immunocompétent
14988,2857,"Infection oculaire herpétique chez l'immunocompétent, traitement préventif des récidives (de l')"
14989,2857,Kératite herpétique chez l'immunocompétent
14990,2857,Kérato-uvéite herpétique chez l'immunocompétent
14991,2858,Ce médicament est un antiviral puissant. Il bloque la multiplication du virus herpétique au sein des cellules infectées.
14992,2858,Il est utilisé dans le traitement de l'herpès génital.
14993,2858,Herpès génital récurrent
14994,2858,"Herpès génital, primo-infection (d')"
14995,2859,Ce médicament est un antiviral puissant. Il bloque la multiplication du virus herpétique au sein des cellules infectées.
14996,2859,"Il est utilisé dans le traitement de l'herpès labial (également appelé ""bouton de fièvre"")."
14997,2859,Herpès labial
14998,2860,"Ce médicament est un antiviral puissant, actif sur les virus du groupe de l'herpès. Il empêche la reproduction des virus dans les cellules infectées, mais ne peut détruire les virus cachés dans les ganglions nerveux, responsables des récurrences (récidives) qu'il ne peut éviter."
14999,2860,Il est utilisé dans le traitement des poussées d'herpès et dans la prévention des récidives.
15000,2860,"Zona ophtalmique, traitement préventif des complications oculaires (du)"
15001,2860,Herpès génital récurrent
15002,2860,"Herpès génital, primo-infection (d')"
15003,2860,Gingivo-stomatite herpétique aiguë
15004,2860,"Herpès chez le sujet immunodéprimé, traitement préventif (de l')"
15005,2860,"Herpès génital chez l'immunocompétent, primo-infection sévère (d')"
15006,2860,Herpès génital récurrent chez l'immunocompétent
15007,2860,"Herpès récurrent chez l'immunocompétent, traitement préventif (de l')"
15008,2860,Infection herpétique sévère chez l'immunocompétent
15009,2860,"Infection oculaire herpétique chez l'immunocompétent, traitement préventif des récidives (de l')"
15010,2860,Kératite herpétique chez l'immunocompétent
15011,2860,Kérato-uvéite herpétique chez l'immunocompétent
15012,2861,"Ce médicament est un antiviral puissant, actif sur les virus du groupe de l'herpès. Il empêche la reproduction des virus dans les cellules infectées, mais ne peut détruire les virus cachés dans les ganglions nerveux, responsables des récurrences (récidives) qu'il ne peut éviter."
15013,2861,"Dosé à 200 mg, il est utilisé dans le traitement des poussées d'herpès et dans la prévention des récidives."
15014,2861,"Dosé à 800 mg, il est utilisé dans le traitement préventif des complications du zona ophtalmique."
15015,2861,Herpès génital récurrent
15016,2861,"Herpès génital, primo-infection (d')"
15017,2861,"Zona ophtalmique, traitement préventif des complications oculaires (du)"
15018,2861,Gingivo-stomatite herpétique aiguë
15019,2861,"Herpès chez le sujet immunodéprimé, traitement préventif (de l')"
15020,2861,"Herpès génital chez l'immunocompétent, primo-infection sévère (d')"
15021,2861,Herpès génital récurrent chez l'immunocompétent
15022,2861,"Herpès récurrent chez l'immunocompétent, traitement préventif (de l')"
15023,2861,Infection herpétique sévère chez l'immunocompétent
15024,2861,"Infection oculaire herpétique chez l'immunocompétent, traitement préventif des récidives (de l')"
15025,2861,Kératite herpétique chez l'immunocompétent
15026,2861,Kérato-uvéite herpétique chez l'immunocompétent
15027,2862,Herpès chez le sujet immunodéprimé
15028,2862,"Herpès chez le sujet immunodéprimé, traitement préventif (de l')"
15029,2862,"Herpès génital chez l'immunocompétent, primo-infection sévère (d')"
15030,2862,Infection herpétique sévère chez l'immunocompétent
15031,2862,Infection varicelle-zona chez l'immunodéprimé
15032,2862,Méningo-encéphalite herpétique
15033,2862,Zona sévère chez l'immunocompétent
15034,2863,"Ce médicament est un antiviral puissant, actif sur les virus du groupe de l'herpès. Il empêche la reproduction des virus dans les cellules infectées, mais ne peut détruire les virus cachés dans les ganglions nerveux, responsables des récurrences (récidives) qu'il ne peut éviter."
15035,2863,"le traitement des poussées d'herpès et la prévention des récidives,"
15036,2863,le traitement de la varicelle et du zona.
15037,2863,"Herpès chez le sujet immunodéprimé, traitement préventif (de l')"
15038,2863,Herpès cutanéomuqueux
15039,2863,Herpès génital récurrent
15040,2863,"Herpès génital, primo-infection (d')"
15041,2863,"Herpès récurrent chez l'immunocompétent, traitement préventif (de l')"
15042,2863,Varicelle
15043,2863,Zona
15044,2864,Ce médicament est un antiviral puissant. Il bloque la multiplication du virus herpétique au sein des cellules infectées.
15045,2864,"Il est utilisé dans le traitement de l'herpès labial (également appelé ""bouton de fièvre"")."
15046,2864,Herpès labial
15047,2865,Ce médicament est un antiviral puissant. Il bloque la multiplication du virus herpétique au sein des cellules infectées.
15048,2865,"Il est utilisé dans le traitement de l'herpès labial (également appelé ""bouton de fièvre"")."
15049,2865,Herpès labial
15050,2866,"Ce médicament est un antiviral puissant, actif sur les virus du groupe de l'herpès. Il empêche la reproduction des virus dans les cellules infectées, mais ne peut détruire les virus cachés dans les ganglions nerveux, responsables des récurrences (récidives) qu'il ne peut éviter."
15051,2866,Il est utilisé dans le traitement préventif des complications du zona ophtalmique.
15052,2866,"Zona ophtalmique, traitement préventif des complications oculaires (du)"
15053,2866,Herpès génital récurrent
15054,2866,"Herpès génital, primo-infection (d')"
15055,2867,"Ce médicament est un antiviral puissant, actif sur les virus du groupe de l'herpès. Il empêche la reproduction des virus dans les cellules infectées, mais ne peut détruire les virus cachés dans les ganglions nerveux, responsables des récurrences (récidives) qu'il ne peut éviter."
15056,2867,"Dosé à 200 mg, il est utilisé dans le traitement des poussées d'herpès et dans la prévention des récidives."
15057,2867,"Dosé à 800 mg, il est utilisé dans le traitement préventif des complications du zona ophtalmique."
15058,2867,Herpès génital récurrent
15059,2867,"Herpès génital, primo-infection (d')"
15060,2867,"Zona ophtalmique, traitement préventif des complications oculaires (du)"
15061,2867,Gingivo-stomatite herpétique aiguë
15062,2867,"Herpès chez le sujet immunodéprimé, traitement préventif (de l')"
15063,2867,"Herpès génital chez l'immunocompétent, primo-infection sévère (d')"
15064,2867,Herpès génital récurrent chez l'immunocompétent
15065,2867,"Herpès récurrent chez l'immunocompétent, traitement préventif (de l')"
15066,2867,Infection herpétique sévère chez l'immunocompétent
15067,2867,"Infection oculaire herpétique chez l'immunocompétent, traitement préventif des récidives (de l')"
15068,2867,Kératite herpétique chez l'immunocompétent
15069,2867,Kérato-uvéite herpétique chez l'immunocompétent
15070,2868,"Cette pommade ophtalmique contient un antiviral puissant, actif sur le virus herpétique."
15071,2868,Elle est utilisée dans le traitement des kératites dues au virus de l'herpès.
15072,2868,Kératite herpétique
15073,2869,Herpès chez le sujet immunodéprimé
15074,2869,"Herpès chez le sujet immunodéprimé, traitement préventif (de l')"
15075,2869,"Herpès génital chez l'immunocompétent, primo-infection sévère (d')"
15076,2869,Infection congénitale à herpès simplex
15077,2869,Infection varicelle-zona chez l'immunodéprimé
15078,2869,Méningo-encéphalite herpétique
15079,2869,Zona sévère chez l'immunocompétent
15080,2870,"Ce médicament est un antivertigineux, dont le mécanisme d'action n'est pas connu."
15081,2870,Il est utilisé dans le traitement symptomatique de la crise de vertiges chez l'adulte.
15082,2870,"Vertige, traitement de la crise (de)"
15083,2871,"Ce médicament est un antivertigineux, dont le mécanisme d'action n'est pas connu."
15084,2871,Il est utilisé dans le traitement symptomatique de la crise de vertiges chez l'adulte.
15085,2871,"Vertige, traitement de la crise (de)"
15086,2872,"Ce médicament est un antiviral puissant, actif sur les virus du groupe de l'herpès. Il empêche la reproduction des virus dans les cellules infectées, mais ne peut détruire les virus cachés dans les ganglions nerveux, responsables des récurrences (récidives) qu'il ne peut éviter."
15087,2872,Il est utilisé dans le traitement des poussées d'herpès graves et dans la prévention des récidives.
15088,2872,Herpès génital récurrent
15089,2872,"Herpès génital, primo-infection (d')"
15090,2872,Gingivo-stomatite herpétique aiguë
15091,2872,"Herpès chez le sujet immunodéprimé, traitement préventif (de l')"
15092,2872,"Herpès génital chez l'immunocompétent, primo-infection sévère (d')"
15093,2872,Herpès génital récurrent chez l'immunocompétent
15094,2872,"Herpès récurrent chez l'immunocompétent, traitement préventif (de l')"
15095,2872,Infection herpétique sévère chez l'immunocompétent
15096,2872,"Infection oculaire herpétique chez l'immunocompétent, traitement préventif des récidives (de l')"
15097,2872,Kératite herpétique chez l'immunocompétent
15098,2872,Kérato-uvéite herpétique chez l'immunocompétent
15099,2873,"Ce médicament est un antivertigineux, dont le mécanisme d'action n'est pas connu."
15100,2873,Il est utilisé dans le traitement symptomatique de la crise de vertiges chez l'adulte.
15101,2873,"Vertige, traitement de la crise (de)"
15102,2874,"Ce médicament est un antivertigineux, dont le mécanisme d'action n'est pas connu."
15103,2874,Il est utilisé dans le traitement symptomatique de la crise de vertiges chez l'adulte.
15104,2874,"Vertige, traitement de la crise (de)"
15105,2875,Ce médicament fluidifie les sécrétions (mucosités) présentes dans les bronches. Il facilite leur évacuation par la toux.
15106,2875,"Il est utilisé en cas de toux grasse avec difficulté à cracher, notamment au cours des bronchites aiguës."
15107,2875,"Sécrétion bronchique, troubles (de la)"
15108,2876,Ce médicament fluidifie les sécrétions (mucosités) présentes dans les bronches. Il facilite leur évacuation par la toux.
15109,2876,"Il est utilisé en cas de toux grasse avec difficulté à cracher, notamment au cours des bronchites aiguës."
15110,2876,"Sécrétion bronchique, troubles (de la)"
15111,2877,Ce médicament fluidifie les sécrétions (mucosités) présentes dans les bronches. Il facilite leur évacuation par la toux.
15112,2877,"Il est utilisé en cas de toux grasse avec difficulté à cracher, notamment au cours des bronchites aiguës."
15113,2877,"Sécrétion bronchique, troubles (de la)"
15114,2878,Ce médicament fluidifie les sécrétions (mucosités) présentes dans les bronches. Il facilite leur évacuation par la toux.
15115,2878,"Il est utilisé en cas de toux grasse avec difficulté à cracher, notamment au cours des bronchites aiguës."
15116,2878,"Sécrétion bronchique, troubles (de la)"
15117,2879,Ce médicament fluidifie les sécrétions (mucosités) présentes dans les bronches. Il facilite leur évacuation par la toux.
15118,2879,"Il est utilisé en cas de toux grasse avec difficulté à cracher, notamment au cours des bronchites aiguës."
15119,2879,"Sécrétion bronchique, troubles (de la)"
15120,2880,Ce médicament fluidifie les sécrétions (mucosités) présentes dans les bronches. Il facilite leur évacuation par la toux.
15121,2880,"Il est utilisé en cas de toux grasse avec difficulté à cracher, notamment au cours des bronchites aiguës."
15122,2880,"Sécrétion bronchique, troubles (de la)"
15123,2881,Ce médicament fluidifie les sécrétions (mucosités) présentes dans les bronches. Il facilite leur évacuation par la toux.
15124,2881,"Il est utilisé en cas de toux grasse avec difficulté à cracher, notamment au cours des bronchites aiguës."
15125,2881,"Sécrétion bronchique, troubles (de la)"
15126,2882,Ce médicament fluidifie les sécrétions (mucosités) présentes dans les bronches. Il facilite leur évacuation par la toux.
15127,2882,"Il est utilisé en cas de toux grasse avec difficulté à cracher, notamment au cours des bronchites aiguës."
15128,2882,"Sécrétion bronchique, troubles (de la)"
15129,2883,Ce médicament fluidifie les sécrétions (mucosités) présentes dans les bronches. Il facilite leur évacuation par la toux.
15130,2883,"Il est utilisé en cas de toux grasse avec difficulté à cracher, notamment au cours des bronchites aiguës."
15131,2883,"Sécrétion bronchique, troubles (de la)"
15132,2884,"Rupture des varices oesophagiennes, traitement d'urgence (de la)"
15133,2884,Syndrome hépatorénal
15134,2885,Ce médicament fluidifie les sécrétions (mucosités) présentes dans les bronches. Il facilite leur évacuation par la toux.
15135,2885,Il est utilisé en cas de toux grasse avec difficulté à cracher au cours des bronchites aiguës chez l'adulte.
15136,2885,"Sécrétion bronchique, troubles (de la)"
15137,2886,"Ce médicament contient un dérivé de la progestérone. Il a une action antihormonale : il s'oppose à l'action des hormones androgènes, essentiellement la testostérone. Chez l'homme, son action permet de ralentir la croissance des cellules de la prostate. Chez la femme, les hormones androgènes sont présentes en petite quantité et sont impliquées dans les troubles de la pilosité et des excès de sébum."
15138,2886,du cancer de la prostate ;
15139,2886,"de l'hirsutisme chez la femme, lorsque la pilosité excessive retentit gravement sur la vie affective et sociale (comprimé à 50 mg) ;"
15140,2886,"de certaines formes de paraphilie, en association avec une prise en charge psychothérapeutique (comprimé à 100 mg)."
15141,2886,"Cancer de la prostate, traitement palliatif (du)"
15142,2886,Hirsutisme féminin majeur non tumoral
15143,2886,"Pulsions sexuelles, réduction (des)"
15144,2887,"Ce médicament contient un dérivé de la progestérone. Il a une action antihormonale : il s'oppose à l'action des hormones androgènes, essentiellement la testostérone. Chez l'homme, son action permet de ralentir la croissance des cellules de la prostate."
15145,2887,du cancer de la prostate ;
15146,2887,"de certaines formes de paraphilie, en association avec une prise en charge psychothérapeutique."
15147,2887,"Cancer de la prostate, traitement palliatif (du)"
15148,2887,Hirsutisme féminin majeur non tumoral
15149,2887,"Pulsions sexuelles, réduction (des)"
15150,2888,"Ce médicament contient un dérivé de la progestérone. Il a une action antihormonale : il s'oppose à l'action des hormones androgènes, essentiellement la testostérone. Chez l'homme, son action permet de ralentir la croissance des cellules de la prostate. Chez la femme, les hormones androgènes sont présentes en petite quantité et sont impliquées dans les troubles de la pilosité et des excès de sébum."
15151,2888,du cancer de la prostate ;
